Sample,MLST,spa_Type,SCCmec_Type,MRSA_Status,Critical_AMR_Genes,High_Risk_AMR_Genes,Total_AMR_Genes,VFDB_Genes
064197_27,ST8,t064,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;seb;selk;selq;set16;set17;set18;set20;set21;set22;set23;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064198_28,ST1,t127,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;seh;selk;selq;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;ser;sej;sed;eta;etb;sel30
064199_29,ST8,t064,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;seb;selk;selq;set16;set17;set18;set20;set21;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064200_30,ST508,t630,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sak;sbi;scn;sdrC;sdrE;set16;set17;set20;set22;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064201_31,ST772,t657,SCCmec_type_IV(2B),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064202_32,ST94,t008,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sbi;sdrC;sdrD;sdrE;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064203_33,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064204_34,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064205_35,ST121,t314,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;eap/map;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrE;seb;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064206_36,ST772,t657,SCCmec_type_IV(2B),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064207_37,ST152,t4690,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;cna;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;ete;fnbA;fnbB;geh;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrD;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064208_38,ST508,t630,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sak;sbi;scn;sdrC;sdrE;set16;set17;set20;set22;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064209_39,ST1,t127,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrD;sdrE;seh;selk;selq;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;ser;sej;sed;eta;etb;sel30
064210_40,ST8,t064,SCCmec_type_V(5C2&5),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;seb;selk;selq;set16;set17;set18;set20;set21;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064211_41,ST789,t091,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064212_42,ST2434,t346,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;essC;eta;etb;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sbi;scn;sdrC;sdrD;sdrE;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;spa;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;sel30
064213_43,ST1,t7835,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;cna;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;sdrC;sdrD;sdrE;seh;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;srtB;sspA;sspB;sspC;tsst-1;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;ser;sej;sed;eta;etb;sel30
064214_44,ST5,t002,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;seb;set16;set17;set18;set19;set20;set22;set23;set24;set25;set26;spa;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064215_45,ST30,t318,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;cna;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrD;sdrE;set16;set17;set20;set22;set24;set25;set26;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064216_46,ST508,t630,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;sak;sbi;scn;sdrC;sdrE;set16;set17;set20;set22;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;lukF-PV;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064217_47,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064218_48,ST15,t084,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;essC;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;set26;srtB;sspA;sspB;sspC;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064219_49,ST789,t091,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;sea;set16;set17;set18;set19;set20;set21;set22;set23;set24;set25;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064220_50,ST30,t318,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8H;cap8I;cap8J;cap8K;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;cna;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sak;sbi;scn;sdrC;sdrD;sdrE;set16;set17;set20;set22;set24;set25;set26;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064221_51,ST772,t657,SCCmec_type_V(5C2),MRSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;clfA;clfB;coa;eap/map;ebp;esaA;esaB;esaG;essA;essB;esxA;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;lukS-PV;sbi;scn;sdrC;sdrD;sdrE;sea;sec;sell;set16;set17;set18;set19;set20;set22;set23;set24;set25;spa;srtB;sspA;sspB;sspC;vWbp;selX;sei;sem;seu;seo;sen;selZ;sel27;sel28;sec2;sel;sel26;seb;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
064222_52,ST5,t311,Not Assigned,MSSA,,,0,adsA;aur;cap8B;cap8C;cap8D;cap8E;cap8F;cap8G;cap8L;cap8M;cap8O;cap8P;capA;capN;chp;clfA;clfB;eap/map;ebp;esaA;esaB;esaD;esaE;esaG;essA;essB;essC;esxA;esxB;esxC;esxD;fnbA;fnbB;geh;harA;hlb;hld;hlgA;hlgB;hlgC;hly/hla;hysA;icaA;icaB;icaC;icaD;icaR;isdA;isdB;isdC;isdD;isdE;isdF;isdG;isdI;lip;lukF-PV;sak;sbi;scn;sdrC;sdrD;sdrE;seb;set16;set17;set18;set19;set20;set22;set23;set24;set25;set26;spa;srtB;sspA;sspB;sspC;lukS-PV;selX;sei;sem;seu;seo;sen;sea;selZ;sel27;sel28;sec2;sel;sel26;sek;seq;sep;seh;ser;sej;sed;eta;etb;sel30
